x,y,color_value,n_years,years,color_metric
0.255010283807476,84.788251395174,45.343,1,1996,cap_gen_wind offshore_mw
0.2584128756613963,84.68217706543362,45.343,1,1963,cap_gen_wind offshore_mw
0.2652116806345653,78.50338823561495,45.343,1,2001,cap_gen_wind offshore_mw
0.2670896036480029,72.30986341462834,45.343,1,2018,cap_gen_wind offshore_mw
0.26807084488346,74.4178657540895,45.343,1,2016,cap_gen_wind offshore_mw
0.2673878505722348,76.95000324013883,45.343,1,2006,cap_gen_wind offshore_mw
0.2663533040982493,78.27779845521675,45.343,1,1982,cap_gen_wind offshore_mw
0.2690017226542338,79.9899304820242,45.343,1,1972,cap_gen_wind offshore_mw
0.2694891743058439,81.16602197421257,45.343,1,1958,cap_gen_wind offshore_mw
0.2727402294550428,73.64468011997474,45.343,1,2025,cap_gen_wind offshore_mw
0.2725705395652959,77.1727509393758,45.343,1,2021,cap_gen_wind offshore_mw
0.27054583457290565,77.49283675425906,45.343,2,"2009, 2013",cap_gen_wind offshore_mw
0.2719134755885117,78.30618897233009,45.343,1,1959,cap_gen_wind offshore_mw
0.2712150272670104,79.81315775715622,45.343,2,"1960, 1968",cap_gen_wind offshore_mw
0.2735512271729664,81.70294566748615,45.343,1,2010,cap_gen_wind offshore_mw
0.272762153617238,82.47391879297699,45.343,2,"1964, 1976",cap_gen_wind offshore_mw
0.2733264100550746,82.83921662683927,45.343,1,1955,cap_gen_wind offshore_mw
0.2760367985227255,73.39520246772311,45.343,1,2022,cap_gen_wind offshore_mw
0.2740432928184338,75.66889250816395,45.343,1,1999,cap_gen_wind offshore_mw
0.27443410564144666,78.18890053975214,45.343,2,"2003, 2005",cap_gen_wind offshore_mw
0.2773223051220931,79.24912097379041,45.343,1,1966,cap_gen_wind offshore_mw
0.2743612767041692,82.5571848515705,45.343,1,1952,cap_gen_wind offshore_mw
0.2771247719197735,84.99974136802638,45.343,1,1985,cap_gen_wind offshore_mw
0.28109645661001303,73.02347586293725,45.343,2,"2000, 2014",cap_gen_wind offshore_mw
0.2801208680170293,78.12278458747384,45.343,1,1951,cap_gen_wind offshore_mw
0.2802534066196777,79.38372547848603,45.343,1,1977,cap_gen_wind offshore_mw
0.2796988045169511,79.92056389789593,45.342999999999996,3,"1973, 1984, 1997",cap_gen_wind offshore_mw
0.2819730827238841,83.0354526550363,45.343,1,1978,cap_gen_wind offshore_mw
0.2793955138404455,84.15145865942519,45.343,2,"1947, 1954",cap_gen_wind offshore_mw
0.2797773376434067,84.96663892393259,45.343,1,1980,cap_gen_wind offshore_mw
0.2805504111192858,85.84946598364839,45.343,1,1987,cap_gen_wind offshore_mw
0.2850153927097058,71.14519321539237,45.343,1,2023,cap_gen_wind offshore_mw
0.2839595427424295,77.43664297682905,45.343,1,2012,cap_gen_wind offshore_mw
0.2842038148644134,79.1951419468539,45.343,2,"1948, 1957",cap_gen_wind offshore_mw
0.28256886201640596,80.23606226435905,45.343,2,"1944, 1991",cap_gen_wind offshore_mw
0.2824809291598192,83.29609659242644,45.343,1,1970,cap_gen_wind offshore_mw
0.2840476915472589,86.96084091726898,45.343,1,1942,cap_gen_wind offshore_mw
0.2841258873235532,87.70979185200902,45.343,1,1941,cap_gen_wind offshore_mw
0.2861426488904512,67.85369294780578,45.343,1,2024,cap_gen_wind offshore_mw
0.2873378931841813,75.80345361145527,45.343,1,1975,cap_gen_wind offshore_mw
0.28862348159258067,78.42202368823843,45.343,2,"1953, 1988",cap_gen_wind offshore_mw
0.2887733408640092,78.83679115156109,45.343,2,"1971, 1995",cap_gen_wind offshore_mw
0.28705511153494073,80.55371926269848,45.343,2,"1946, 1981",cap_gen_wind offshore_mw
0.2899151554362147,81.21100369877325,45.343,1,1945,cap_gen_wind offshore_mw
0.2875522943248494,83.9685509639248,45.343,1,1962,cap_gen_wind offshore_mw
0.2873085220984449,84.54704822615008,45.343,1,1969,cap_gen_wind offshore_mw
0.2938150434410363,73.47486852464257,45.343,1,2008,cap_gen_wind offshore_mw
0.2900629256278381,74.23939129804089,45.343,1,1989,cap_gen_wind offshore_mw
0.2935911573852176,76.7721876414409,45.343,1,1967,cap_gen_wind offshore_mw
0.2913705470171349,77.82674357148375,45.343,1,2004,cap_gen_wind offshore_mw
0.2936857699854632,78.10872207028082,45.343,1,1974,cap_gen_wind offshore_mw
0.2958712940939632,71.25910694090221,45.343,1,2020,cap_gen_wind offshore_mw
0.294683046294593,75.12674678959367,45.343,1,2002,cap_gen_wind offshore_mw
0.2952345763257019,75.90171927256853,45.343,1,2011,cap_gen_wind offshore_mw
0.2955744264376037,76.63963497204149,45.343,1,1992,cap_gen_wind offshore_mw
0.2947533806298557,79.37303879526263,45.343,2,"1943, 1950",cap_gen_wind offshore_mw
0.3009878987115312,70.63817907700232,45.343,1,2019,cap_gen_wind offshore_mw
0.2997860604646759,74.00649008377984,45.343,1,2007,cap_gen_wind offshore_mw
0.3000364737919382,75.84226072329201,45.343,2,"1994, 2017",cap_gen_wind offshore_mw
0.3005345806901595,78.35153376344614,45.343,1,1961,cap_gen_wind offshore_mw
0.2994073892198072,80.38024869491512,45.343,1,1993,cap_gen_wind offshore_mw
0.3006630381283343,81.69026693829444,45.343,1,1986,cap_gen_wind offshore_mw
0.2980353916173172,82.76988405980838,45.343,1,1979,cap_gen_wind offshore_mw
0.2992476422303152,84.587841676648,45.343,1,1965,cap_gen_wind offshore_mw
0.299691440662773,90.178349199224,45.343,1,1940,cap_gen_wind offshore_mw
0.3020742733522603,72.19112679916728,45.343,1,2015,cap_gen_wind offshore_mw
0.3030306747068383,74.97731113984734,45.343,1,1990,cap_gen_wind offshore_mw
0.3056617026668484,75.80899762599721,45.343,1,1983,cap_gen_wind offshore_mw
0.3043457499165489,78.35327862278426,45.343,2,"1949, 1998",cap_gen_wind offshore_mw
0.3130349658921289,87.16902483851312,45.343,1,1956,cap_gen_wind offshore_mw
