year,cf_pv_annual_mean,cf_pv_summer_mean,cf_pv_winter_mean,cf_onshore_annual_mean,cf_offshore_annual_mean,cf_onshore_DJF,cf_onshore_MAM,cf_onshore_JJA,cf_onshore_SON,cf_offshore_DJF,cf_offshore_MAM,cf_offshore_JJA,cf_offshore_SON,cf_vres_combined_annual,cf_vres_combined_winter,wind_drought_max_hours,dark_doldrums_hours,heat_demand_annual_mwh,heat_demand_peak_mw,heat_demand_winter_mean,heat_demand_summer_mean,cop_annual_mean,cop_winter_mean,cop_summer_mean,cop_min_hourly,cold_stress_hours_cop_lt2,elec_for_heat_annual_mwh,elec_for_heat_peak_mw,elec_for_heat_winter_mean,stress_vres_low,stress_elec_for_heat,stress_heat_peak,stress_elec_for_heat_peak,stress_wind_drought,stress_doldrums,stress_cold_cop,stress_energy_block,stress_peak_block,stress_persistence_block,stress_score,primary_stress_block,secondary_stress_block,primary_stress_driver
2009,0.1319633816117651,0.2195878326750252,0.050932318493246816,0.2345612742273689,0.5135146603586964,0.27256423454431444,0.23008346155875595,0.16391233691720147,0.27292824751882705,0.4953402350661804,0.4812625252990316,0.4809283746679741,0.5970402975604774,0.27073018168980667,0.25355844887159107,60,255,148142852.43894202,31934.184693573578,22980.750075698812,11848.924682194887,2.1271065124679307,1.675442430385562,2.6160271938969037,1.27472776585731,4770,77348558.75008959,22126.548767042055,13941.856302450264,0.7290825676666924,0.42530848830788254,0.5640567558013682,0.5394630936433213,0.1875,0.5426356589147286,0.4212624584717608,0.5771955279872875,0.5517599247223448,0.3837993724621631,0.5042516083905985,energy,peak,low_vres
2010,0.12650150580718467,0.2260116638500504,0.057954585801421266,0.2562837382558701,0.5139207954779741,0.32713650571591146,0.2345310190254186,0.15361120593040717,0.31200213464862175,0.5815090967769019,0.5090103005946601,0.3595826645452614,0.6080738334798528,0.2735512271729664,0.2512569768251917,61,279,152944928.6795918,33885.83321238386,23948.138871579737,11465.041547942395,2.0804856499393973,1.6363275399035482,2.6823917092118936,1.2749653845169,4837,81702945.66748615,24249.356960522266,14923.502250899017,0.6804645419954082,0.6203568182063524,0.7233507520301741,0.7215663615094101,0.19791666666666666,0.6356589147286822,0.46578073089700994,0.6504106801008802,0.7224585567697921,0.4331187707641196,0.6019960025449306,peak,energy,peak_heat
2011,0.1328297676419378,0.20627573343518985,0.05325377119125177,0.26166796815122956,0.5723407668128689,0.3797624381083562,0.24978848647617813,0.18586357494673092,0.2335186735663637,0.7041126724958352,0.5762636559955477,0.4484203862422893,0.5633330491889124,0.2952345763257019,0.29281578360871147,58,198,146390640.27572235,32097.17749314113,23301.60731527013,11104.817737081186,2.156068438186085,1.673480645321336,2.71355573727157,1.28733381232956,4624,75901719.27256852,22337.12010209068,14224.743103064833,0.30677272027889524,0.36049945110583614,0.5773602651932457,0.5575267737954196,0.16666666666666666,0.32170542635658916,0.32425249169435216,0.3336360856923657,0.5674435194943326,0.270874861572536,0.39065148891974477,peak,energy,peak_heat
2012,0.13092405481766553,0.21955556335055443,0.054413059975812146,0.2541410375433701,0.5436248539892148,0.3667636088181863,0.263392719285119,0.1467577864284819,0.2419660152092528,0.6333517788534718,0.5488433027829784,0.3934855661399212,0.6013973150367491,0.28395954274242957,0.31647238728712773,44,177,147835653.3422366,33950.37315056364,23545.70486502138,11481.471000175345,2.1367871121969086,1.6634075742726684,2.6683497570509402,1.27247932054923,4723,77436642.97682905,24296.14051413902,14550.373334622878,0.501087159896557,0.4292540911313917,0.7286185164713265,0.725579648259558,0.020833333333333332,0.24031007751937986,0.39003322259136214,0.46517062551397437,0.7270990823654422,0.2170588778146918,0.46977619523136943,peak,energy,peak_heat
2013,0.12809393183921944,0.2264685171738071,0.046862354604608046,0.2405609890275555,0.5134259802618247,0.34937537291271176,0.23417881400574067,0.12205288662170269,0.25920506566141654,0.6253161962766887,0.5356881582280603,0.359473389455792,0.5359028872939523,0.2703614874560047,0.2532510731527837,77,283,148428499.0277935,29487.13235413606,22873.929427475065,11243.211900642691,2.124972091373592,1.6781649709623747,2.7013752656728682,1.30039438975313,4649,77637114.75842853,19698.364287600474,13868.607116490119,0.7354366607966485,0.43823392846199966,0.3643277869972565,0.3311633847736742,0.3645833333333333,0.6511627906976745,0.3408637873754153,0.586835294629324,0.34774558588546534,0.45220330380214097,0.46226139477231015,energy,persistence,low_vres
2014,0.13223010178269123,0.2350891830171791,0.054964783599885235,0.24023050797881385,0.5402145375975103,0.38966320452894776,0.23100916966951998,0.13554283483836777,0.20760068780149557,0.74866124032299,0.5094318553361288,0.4090979117061812,0.49773687940801786,0.2802009242060534,0.34245994765435367,77,305,143092433.60368773,31825.71776680322,21726.082975385412,11644.76531312161,2.16223523606686,1.7289967826455128,2.6644132734104264,1.30472370013572,4445,73023234.07736975,22116.455640419954,12864.314648278558,0.5658633620460607,0.23156195873052082,0.5552036605552835,0.5385972634913011,0.3645833333333333,0.7364341085271318,0.2053156146179402,0.3987126603882908,0.5469004620232922,0.4354443521594684,0.46035249152368385,peak,persistence,dark_doldrums
2015,0.13523748463560928,0.23748441005775373,0.050402004861670194,0.2776785372784231,0.5786451545073107,0.40878112956156454,0.2682742220426821,0.1568161290661571,0.27971485872604873,0.696902502069579,0.6066298562842132,0.4705783979835086,0.5426494155634716,0.30207427335226034,0.30127279925334627,54,178,142254668.96349326,27589.426245301187,21084.214909219078,11385.953195139382,2.1571292076178787,1.741829144790606,2.683365643099451,1.35900324199663,4670,72191126.79916728,17945.94609736991,12280.170577808205,0.18889707183363633,0.19428894234758715,0.2094365825459546,0.18083370351039244,0.125,0.2441860465116279,0.3548172757475083,0.19159300709061172,0.19513514302817353,0.24133444075304541,0.2093541969572769,persistence,peak,cold_cop_hours
2016,0.12934787609186643,0.22760649316397852,0.04863826327392302,0.23774567100303068,0.5060966341238653,0.38253551071380276,0.17282481573464767,0.13525013117904214,0.26380306412971954,0.6551162070585698,0.4521341308707476,0.39557641035758345,0.5250048684278366,0.26807084488346006,0.29393740856233924,102,290,144573844.74388054,31036.2012319487,21765.941818999494,11135.70122856208,2.1551519224522155,1.7269214853081098,2.723675333551775,1.3182919991162,4899,74417865.7540895,21345.908182280138,12909.634004257214,0.7749136986751635,0.29403242461422985,0.49076314131549664,0.4724965151504328,0.625,0.6782945736434108,0.5069767441860465,0.5344730616446967,0.48162982823296474,0.603423772609819,0.5398422208291601,persistence,energy,low_vres
2017,0.12510772271834333,0.22423109346652387,0.05374827952758651,0.28771377010910704,0.5837515012394809,0.36808652492686716,0.2610166076282509,0.18331588233007867,0.3407598875850517,0.655194542645764,0.5259862871865083,0.5081652234986868,0.6479104410027896,0.3013441082560725,0.28114912038283396,42,176,146208420.42767727,31960.193855556674,23170.37677141212,11133.131365969033,2.139157631178316,1.6751287069397767,2.7128982794111516,1.30605153187125,4791,75632647.54571836,22183.653444555846,14110.854297519023,0.20148077018329028,0.34844678055987544,0.5661796295211583,0.5443617690948478,0.0,0.2364341085271318,0.43521594684385384,0.27496377537158284,0.555270699308003,0.22388335179032856,0.35137260882330473,peak,energy,peak_heat
2018,0.13868121370074912,0.229530450609291,0.05468063855256886,0.2363983762114532,0.4895212086623689,0.32220230240602693,0.23394034036643996,0.1331354512509647,0.2584200799102941,0.5481552161830907,0.5113991425041597,0.36903319863756223,0.5312252342884403,0.2670896036480029,0.2498450996391028,54,264,141924060.5539409,30761.4666155108,22468.303663835377,11025.322935038243,2.217578186170872,1.695574343309314,2.7570422575630813,1.30220652043621,4136,72309863.41462834,21269.348114988872,13503.82226096264,0.7918244545846165,0.19960757364581927,0.46833923940232863,0.46592887588626997,0.125,0.5775193798449613,0.0,0.4957160141152179,0.46713405764429927,0.2341731266149871,0.3990077327915014,energy,peak,low_vres
2019,0.13456185573784246,0.24654714917809142,0.05352082993392479,0.28422474881813786,0.5707988772875816,0.4092746479988867,0.3017326307584387,0.14154705559658237,0.2870943280665778,0.708588155448294,0.6158410649178728,0.389618332453346,0.5721581501260291,0.30098789871153125,0.33066560411941115,46,120,140303383.36165458,26893.67484097902,21454.54522278675,11038.446096364454,2.1913021237821075,1.7317517651975265,2.76946337891556,1.3409253940433,4441,70638179.07700232,17393.052644879204,12611.846950208495,0.2076197016128768,0.12472694306411314,0.15264919459771764,0.13340421610330977,0.041666666666666664,0.01937984496124031,0.2026578073089701,0.16617332233849497,0.1430267053505137,0.08790143964562569,0.13236715577821145,energy,peak,low_vres
2020,0.13186757453986872,0.22038304726587704,0.04794349866167902,0.26969775839420124,0.5695054269922608,0.4463325839309545,0.2636804736057764,0.1377647965943792,0.23447015826025525,0.7748620459427872,0.530796610108871,0.39046779420741834,0.5865447419805027,0.2958712940939632,0.38660702971830413,63,161,141042901.4552152,25023.437533941425,20198.63446169195,11144.578219871959,2.1694951733273276,1.782277725038211,2.7182430019978847,1.35908040576678,4625,71259106.94090222,15837.937427522655,11492.860200984056,0.29579949741259187,0.15254048952624313,0.0,0.0,0.21875,0.17829457364341086,0.32491694352159467,0.22416999346941752,0.0,0.24065383905500184,0.1549412775081398,persistence,energy,cold_cop_hours
2021,0.13105403048387557,0.23503637365965224,0.05617245821133475,0.24721155550003107,0.5109126448573666,0.3155112837679761,0.25794880965511147,0.1265850771779504,0.2907591717555143,0.6175908690431678,0.5308639413591011,0.35251823269457155,0.5453711774298445,0.2725705395652959,0.27775357316539195,68,252,147906683.78095382,31801.344379628426,22487.750063972817,11126.862893788759,2.119635842634636,1.6962951014061831,2.7511298922437915,1.30028428818741,4858,77172750.9393758,22151.530132873468,13573.517197343348,0.6973657566585023,0.4174334371208071,0.5532142991475892,0.5416060985401512,0.2708333333333333,0.5310077519379846,0.479734219269103,0.5573995968896547,0.5474101988438702,0.42719176818014026,0.5106671879712217,energy,peak,low_vres
2022,0.1354257450626641,0.23906141817578128,0.05041539684313206,0.2558778334928228,0.5088097677782442,0.47210998943813237,0.22034985170671245,0.13837982581664937,0.19672944882746277,0.7002108017995412,0.4768151755332443,0.3683972621530128,0.4938137231864259,0.2760367985227255,0.3878046672048662,105,282,143600199.27855867,27886.07727236081,20617.274387371683,11100.594748119192,2.1541979845275954,1.7636723131955612,2.736768004890076,1.33551964131167,4582,73395202.46772312,18307.802961521065,11866.219273545426,0.6376280927386446,0.2482237333246867,0.23364930688143748,0.21187528214386736,0.65625,0.6472868217054264,0.2963455149501661,0.4429259130316657,0.22276229451265242,0.5332941122185308,0.399660773254283,persistence,energy,wind_drought
2023,0.13084435707483588,0.23722249083715558,0.04568240427476166,0.2640371683805457,0.539333130364102,0.4155277590249844,0.23674645041153067,0.12898790750903427,0.2783352441533914,0.6754787342713465,0.5613056263351945,0.3731209180822246,0.5505084001326757,0.2850153927097058,0.31407954096105434,70,221,140869527.8525191,26589.055533229508,20779.325610323784,11110.591636194387,2.198040570477226,1.7636305320163659,2.738325517112198,1.34747897099613,4400,71145193.21539237,17106.50559968874,11989.209756743647,0.4828905937226001,0.14743789245926184,0.127786097379038,0.10882302526052906,0.2916666666666667,0.4108527131782946,0.17541528239202658,0.315164243090931,0.11830456131978354,0.2926448874123293,0.24203789727434796,energy,persistence,low_vres
2024,0.1328109502063285,0.23158595586231517,0.04180999084308793,0.2595026524997428,0.5437126162837786,0.41145452833670393,0.228576103330862,0.11907581914877982,0.28245696421951355,0.6984442140865412,0.5140887307509137,0.3817454553412362,0.5843778083001401,0.2861426488904512,0.339697076913386,50,355,136740659.79650158,30538.20423582659,20438.81066386077,10969.832275562163,2.2394044621310147,1.781345401931445,2.7727521182727175,1.31189158021052,4225,67853692.94780578,20905.906313400847,11745.412119293065,0.4634634096304775,0.0,0.4501165131661872,0.4347513347633418,0.08333333333333333,0.9302325581395349,0.05913621262458472,0.23173170481523875,0.44243392396476455,0.3575673680324843,0.3439109989374958,peak,persistence,dark_doldrums
2025,0.1343858514599743,0.2301476279937416,0.05576046325957804,0.24036965544000954,0.5118402464551262,0.30017325480194756,0.2120085824168434,0.1878847220694286,0.2629576625350678,0.6045218909388383,0.47759377262467567,0.4299632407997027,0.5375766432591516,0.27274022945504284,0.2827800969000023,69,247,143915759.20532942,29159.80889913905,21666.2622170155,11120.88668725835,2.1598959562063964,1.7278756964692135,2.723479152429385,1.29273040311682,4675,73644680.11997473,19653.532129436608,12758.857795588154,0.6944413134103798,0.2593987162423192,0.3376115721136061,0.327317496797453,0.28125,0.5116279069767442,0.3581395348837209,0.4769200148263495,0.33246453445552954,0.383672480620155,0.39768567663401133,energy,persistence,low_vres
